,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.13523832537923527,2174.3859227840717,0.001000000033650063,17771.771725592913,3450.2410299012117,6050.875991499872,7995.201957159479
1,0.16860396865568542,2151.8406603302537,0.001000000000073569,17856.865663584733,3425.2284492077197,6041.384683976606,8005.272685679495
2,0.15750634723275592,2247.827730437273,0.0010000000000000575,17806.00110594638,3435.1279091966826,6047.734943300329,8005.261219012004
3,0.14595822467180158,2122.5120928562383,0.0010000000000002268,17706.49923016974,3465.0335601150155,6052.733931482101,7981.306679779875
4,0.1279277785145522,2160.407263439662,0.001000000000000046,17754.746342149745,3455.0858634918054,6051.381326264396,7990.699154864843
5,0.19387702846832283,2127.478243080894,0.0010000000000009639,17901.220843684372,3405.0019020393033,6030.0943624562115,8005.280151440866
6,0.10095856486518266,2226.0146904990997,0.001,17630.58251308607,3475.080368456094,6056.59928450408,7975.037666267345
7,0.14336744872415938,2224.6489600081645,0.0010000000000000365,17779.43046759867,3445.2075802273716,6050.7544346054565,8000.06511772982
8,0.11528601474621156,2225.9298559336326,0.0010000097599622028,17691.14097953269,3465.169472402254,6055.370239000736,7985.254794562263
9,0.14894029019781552,2166.2728896854655,0.0010000000000000104,17810.148213346678,3440.150777855184,6047.595795653897,8000.573665284573
10,0.10786608930927104,2213.141886728401,0.0010000104955772751,17664.170491260327,3470.1700715523207,6055.837931041489,7980.013760188951
11,0.12253855976031842,2272.6839060489347,0.0010000000000912183,17707.186197625873,3460.488080126689,6055.085407772168,7990.023932273409
12,0.18173221438243076,2233.7822197799037,0.001000000378920628,17851.349945648857,3416.9193606168437,6040.103553243317,8010.150740587313
